creator_id,mod_count,total_subscriptions,avg_subscriptions,median_subscriptions,avg_positive_rate,avg_maintenance_days,tag_breadth
76561198268903556,2,5033,2516.50,2516.50,0.704100,0.00,1
76561198293429191,5,5020,1004.00,1003.00,0.861300,0.00,2
76561198831763679,2,5003,2501.50,2501.50,0.953400,355.50,5
76561198088902161,1,5002,5002.00,5002.00,0.968800,0.00,3
76561198990553601,1,4990,4990.00,4990.00,0.967700,0.00,2
76561198139632427,1,4969,4969.00,4969.00,1.000000,117.00,2
76561199068754976,16,4962,310.13,88.00,0.969156,300.63,4
76561198968559235,2,4953,2476.50,2476.50,0.787600,413.50,5
76561198145214341,2,4944,2472.00,2472.00,0.965500,0.00,2
76561198287429182,5,4942,988.40,600.00,0.993340,293.00,9
76561198003950779,2,4939,2469.50,2469.50,0.868700,0.00,4
76561198054989316,1,4928,4928.00,4928.00,0.867800,239.00,2
76561198046296113,1,4906,4906.00,4906.00,0.963600,0.00,3
76561199198239144,1,4900,4900.00,4900.00,0.986800,4.00,2
76561199020603761,3,4895,1631.67,339.00,0.966033,215.33,4
76561198054374576,1,4893,4893.00,4893.00,0.913000,49.00,5
76561198167514554,5,4891,978.20,660.00,0.791380,86.20,3
76561199254343492,2,4889,2444.50,2444.50,0.990200,2.00,2
76561198816477954,4,4861,1215.25,1177.50,0.718125,0.00,3
76561198853179538,1,4859,4859.00,4859.00,0.965100,328.00,2
76561198245509112,1,4850,4850.00,4850.00,0.943400,1.00,2
76561197999071218,1,4848,4848.00,4848.00,0.976700,0.00,3
76561198053723684,3,4843,1614.33,1742.00,0.907900,746.33,10
76561198408211748,1,4835,4835.00,4835.00,0.974600,0.00,2
76561199184826684,1,4825,4825.00,4825.00,0.987000,137.00,2
76561198398402395,3,4811,1603.67,1792.00,0.879033,248.33,3
76561198314213691,3,4807,1602.33,1029.00,0.965500,0.00,5
76561198999913608,1,4807,4807.00,4807.00,0.989000,17.00,3
76561198286212760,1,4798,4798.00,4798.00,0.961500,0.00,5
76561199168784200,5,4795,959.00,1414.00,0.897175,15.80,7
76561198236739512,1,4795,4795.00,4795.00,0.925500,1041.00,2
76561198141646388,2,4792,2396.00,2396.00,0.914900,0.50,1
76561197989672773,1,4788,4788.00,4788.00,0.860000,0.00,4
76561198017756560,2,4772,2386.00,2386.00,0.915550,0.00,3
76561198200142493,1,4766,4766.00,4766.00,0.940300,8.00,2
76561198309863024,3,4765,1588.33,1428.00,0.986667,453.33,5
76561198275379705,2,4762,2381.00,2381.00,1.000000,0.00,3
76561198254411023,1,4757,4757.00,4757.00,0.990900,0.00,3
76561198039042651,1,4748,4748.00,4748.00,0.958300,342.00,3
76561198085806052,1,4744,4744.00,4744.00,0.960000,0.00,3
76561198027473486,1,4740,4740.00,4740.00,0.884400,635.00,2
76561198300857805,1,4728,4728.00,4728.00,0.925400,1990.00,4
76561198155111341,5,4724,944.80,442.00,0.800320,225.40,8
76561198201313255,1,4724,4724.00,4724.00,0.898100,16.00,2
76561198361148164,4,4711,1177.75,1145.00,0.815675,0.75,5
76561199157567396,1,4707,4707.00,4707.00,0.888900,227.00,2
76561199239482406,2,4699,2349.50,2349.50,1.000000,0.00,1
76561199076167212,46,4688,101.91,9.50,0.644447,7.91,5
76561198027997565,1,4685,4685.00,4685.00,0.971000,0.00,4
76561198236762396,2,4682,2341.00,2341.00,0.940750,1.50,5
76561198090018061,1,4681,4681.00,4681.00,0.840000,924.00,1
76561198119293377,5,4680,936.00,88.00,0.943950,227.80,2
76561198102042545,2,4672,2336.00,2336.00,0.991050,0.00,3
76561198345430941,1,4669,4669.00,4669.00,1.000000,0.00,2
76561199029396468,1,4669,4669.00,4669.00,0.941200,323.00,4
76561198332608236,1,4660,4660.00,4660.00,0.965500,8.00,4
76561198851240239,8,4656,582.00,13.00,0.993940,30.63,4
76561198055734141,3,4656,1552.00,331.00,0.961550,9.00,4
76561198057262001,1,4649,4649.00,4649.00,0.911100,544.00,3
76561199380252478,20,4645,232.25,105.00,0.448055,101.45,3
76561198066492848,2,4637,2318.50,2318.50,0.785700,83.50,2
76561198240220310,1,4636,4636.00,4636.00,0.933300,0.00,2
76561198431424842,7,4631,661.57,380.00,0.966233,30.14,3
76561198078090594,6,4630,771.67,385.00,0.924800,503.50,6
76561198065037413,1,4627,4627.00,4627.00,0.973700,2.00,2
76561198129160307,1,4625,4625.00,4625.00,0.909100,0.00,3
76561198148324305,3,4624,1541.33,1570.00,0.926067,0.00,3
76561199415151353,9,4619,513.22,224.00,0.929871,8.44,5
76561198057681552,1,4617,4617.00,4617.00,0.947400,15.00,2
76561198012610363,1,4613,4613.00,4613.00,0.976700,32.00,3
76561198379053430,1,4612,4612.00,4612.00,0.945200,1.00,2
76561198310592766,1,4601,4601.00,4601.00,0.887800,1493.00,2
76561198067448443,1,4600,4600.00,4600.00,0.979500,1383.00,2
76561198448610724,2,4584,2292.00,2292.00,0.915750,217.00,3
76561198134324866,1,4582,4582.00,4582.00,0.964300,8.00,2
76561198150731829,3,4580,1526.67,351.00,0.987867,8.67,4
76561198100021839,2,4576,2288.00,2288.00,0.871700,23.50,4
76561198043396863,1,4563,4563.00,4563.00,0.963900,0.00,1
76561198080658789,2,4556,2278.00,2278.00,0.940700,696.00,6
76561198138472508,5,4546,909.20,767.00,0.925175,205.60,2
76561198148958557,1,4540,4540.00,4540.00,0.929600,296.00,2
76561199189959988,34,4534,133.35,74.50,0.531718,15.82,7
76561199140350313,1,4534,4534.00,4534.00,0.935500,510.00,2
76561197969625099,2,4527,2263.50,2263.50,0.967200,3.50,4
76561197971172940,1,4523,4523.00,4523.00,0.911500,720.00,4
76561198043508273,1,4521,4521.00,4521.00,0.915100,0.00,2
76561198028009872,1,4515,4515.00,4515.00,0.909100,7.00,4
76561198088118499,1,4514,4514.00,4514.00,0.971800,216.00,5
76561198064029151,1,4510,4510.00,4510.00,0.960000,0.00,1
76561198005316798,1,4501,4501.00,4501.00,0.942900,246.00,4
76561198110747808,1,4495,4495.00,4495.00,0.967400,0.00,3
76561199077484613,1,4490,4490.00,4490.00,1.000000,0.00,1
76561198431808567,5,4479,895.80,340.00,1.000000,1.00,3
76561198339786040,2,4476,2238.00,2238.00,0.918450,31.50,2
76561198092486794,1,4474,4474.00,4474.00,0.901000,42.00,3
76561198051635824,1,4472,4472.00,4472.00,0.986500,3041.00,6
76561199291505855,1,4469,4469.00,4469.00,0.990500,62.00,1
76561199006143445,15,4466,297.73,109.00,0.921413,211.27,12
76561197964089042,5,4451,890.20,16.00,0.697233,315.60,8
76561198251084012,1,4449,4449.00,4449.00,0.913800,34.00,1
76561198025310734,1,4448,4448.00,4448.00,0.920600,0.00,6
76561198137767589,2,4438,2219.00,2219.00,0.747350,0.00,3
76561198445425835,1,4433,4433.00,4433.00,0.957600,163.00,3
76561199044120582,2,4428,2214.00,2214.00,0.984850,288.50,7
76561198316513920,1,4427,4427.00,4427.00,0.958900,22.00,2
76561198813816562,5,4424,884.80,10.00,0.333333,0.00,4
76561198826065756,1,4402,4402.00,4402.00,0.879100,3.00,2
76561198202413521,11,4395,399.55,203.00,0.828614,177.09,13
76561198323872056,7,4395,627.86,429.00,0.966700,16.43,7
76561199238539807,3,4394,1464.67,1325.00,0.938133,95.33,16
76561198369251976,3,4393,1464.33,169.00,0.992050,261.33,1
76561197980542586,6,4392,732.00,71.00,0.988883,7.33,9
76561198176345907,29,4391,151.41,74.00,0.937362,73.76,10
76561198034712768,2,4377,2188.50,2188.50,0.931750,41.50,3
76561199021533220,1,4367,4367.00,4367.00,0.941200,0.00,2
76561198188474803,1,4360,4360.00,4360.00,0.951000,59.00,3
76561198234823948,1,4357,4357.00,4357.00,0.984100,47.00,2
76561198101347546,1,4353,4353.00,4353.00,0.845100,2.00,2
76561198389842759,1,4350,4350.00,4350.00,0.929400,0.00,2
76561198077705474,3,4335,1445.00,867.00,0.920500,41.67,4
76561198384489018,4,4333,1083.25,759.50,0.922100,53.25,3
76561198283191058,1,4324,4324.00,4324.00,0.972400,923.00,2
76561198172863653,2,4321,2160.50,2160.50,0.500000,0.00,1
76561198077092758,4,4319,1079.75,379.00,0.618750,70.50,6
76561198078262693,2,4307,2153.50,2153.50,0.941100,150.50,4
76561198088059652,2,4307,2153.50,2153.50,0.956150,59.50,2
76561198067180664,1,4307,4307.00,4307.00,0.947400,4.00,3
76561198060357964,1,4300,4300.00,4300.00,0.909100,2200.00,3
76561198155752513,4,4296,1074.00,912.00,0.921975,90.00,5
76561198337165281,1,4285,4285.00,4285.00,0.967000,105.00,4
76561198227794688,1,4278,4278.00,4278.00,0.910400,936.00,2
76561197982543409,1,4272,4272.00,4272.00,0.939400,0.00,2
76561198018617211,1,4268,4268.00,4268.00,0.947400,2.00,2
76561198834145025,7,4266,609.43,170.00,0.958243,45.29,1
76561198010615268,5,4257,851.40,294.00,0.919720,869.60,3
76561198160913385,2,4252,2126.00,2126.00,0.935300,570.50,6
76561198121729021,1,4247,4247.00,4247.00,0.901000,897.00,2
76561198118408635,9,4246,471.78,211.00,0.989588,266.22,2
76561198034978837,1,4246,4246.00,4246.00,0.983800,0.00,1
76561198202762879,6,4244,707.33,146.00,0.976017,294.50,5
76561198117456301,1,4239,4239.00,4239.00,0.895300,4.00,1
76561198118583242,1,4228,4228.00,4228.00,0.829800,1.00,2
76561198375693883,1,4208,4208.00,4208.00,0.922100,0.00,3
76561198253807651,2,4206,2103.00,2103.00,1.000000,6.50,3
76561198280784403,1,4205,4205.00,4205.00,0.913000,0.00,2
76561198901969944,40,4203,105.08,23.50,0.958848,17.48,3
76561198819867521,5,4203,840.60,69.00,0.988500,153.80,17
76561198807752345,3,4203,1401.00,1234.00,0.961533,0.67,3
76561198060761705,3,4201,1400.33,926.00,0.930533,234.00,5
76561198308743362,3,4201,1400.33,953.00,0.961033,38.67,5
76561198253270595,1,4201,4201.00,4201.00,0.957400,9.00,3
76561198053671987,1,4200,4200.00,4200.00,0.911100,0.00,2
76561199060652445,5,4191,838.20,55.00,0.992850,313.40,7
76561198069093138,10,4188,418.80,211.50,0.942310,56.40,1
76561198372130878,2,4182,2091.00,2091.00,0.838350,1.00,3
76561198084749048,2,4180,2090.00,2090.00,0.983950,0.00,2
76561198843895352,1,4179,4179.00,4179.00,0.849700,0.00,2
76561198831455973,1,4171,4171.00,4171.00,0.973100,50.00,2
76561198119080316,3,4162,1387.33,115.00,1.000000,3.67,7
76561198166404936,1,4161,4161.00,4161.00,0.966100,0.00,2
76561198844706551,6,4150,691.67,329.00,0.900000,0.50,2
76561198144998563,1,4148,4148.00,4148.00,0.846200,0.00,4
76561198103378132,3,4141,1380.33,224.00,0.983933,244.67,3
76561198824225271,6,4140,690.00,834.50,1.000000,2.67,2
76561198089875755,1,4140,4140.00,4140.00,0.806500,6.00,8
76561198006738859,1,4137,4137.00,4137.00,0.958900,146.00,4
76561198085459006,1,4136,4136.00,4136.00,0.959500,1.00,3
76561198061867345,1,4135,4135.00,4135.00,0.970600,0.00,2
76561198141743265,3,4134,1378.00,50.00,0.632900,75.33,2
76561198155345442,4,4133,1033.25,427.00,0.960875,446.25,10
76561198156596847,4,4130,1032.50,1164.00,1.000000,1.00,3
76561197988649870,1,4121,4121.00,4121.00,0.977500,0.00,2
76561198852825625,3,4115,1371.67,727.00,0.980967,61.67,2
76561198139205022,2,4113,2056.50,2056.50,0.959000,10.00,1
76561198072660908,1,4112,4112.00,4112.00,0.828900,372.00,2
76561198199729126,3,4111,1370.33,1298.00,0.983500,1.67,2
76561198218658792,3,4107,1369.00,138.00,0.960800,258.67,8
76561198271143326,1,4106,4106.00,4106.00,0.861100,0.00,2
76561198005925971,1,4096,4096.00,4096.00,0.924700,0.00,3
76561198851506842,4,4089,1022.25,809.50,0.995275,77.25,7
76561198029190614,1,4084,4084.00,4084.00,0.962300,0.00,2
76561198810889934,3,4080,1360.00,42.00,0.918967,49.33,2
76561198969553543,2,4078,2039.00,2039.00,0.907500,2.50,3
76561198310576740,1,4073,4073.00,4073.00,0.884100,0.00,3
76561198071404477,1,4070,4070.00,4070.00,0.963000,16.00,4
76561198065094985,2,4060,2030.00,2030.00,0.924150,509.00,2
76561198357796403,4,4052,1013.00,397.50,0.942300,25.75,7
76561198340876257,1,4047,4047.00,4047.00,0.968800,0.00,3
76561198171101765,1,4044,4044.00,4044.00,0.952400,160.00,2
76561198365740928,1,4040,4040.00,4040.00,0.952700,731.00,3
76561198438155689,3,4036,1345.33,894.00,0.932367,0.00,2
76561198869344024,1,4035,4035.00,4035.00,0.970700,6.00,2
76561199051691546,4,4025,1006.25,390.00,1.000000,480.75,6
76561198164438402,2,4024,2012.00,2012.00,0.845200,558.50,2
76561198104244788,1,4024,4024.00,4024.00,0.985500,289.00,2
76561198322483011,1,4022,4022.00,4022.00,0.932600,13.00,2
76561198051886477,1,4019,4019.00,4019.00,0.912500,434.00,2
76561198114341590,1,4004,4004.00,4004.00,0.961500,0.00,2
76561198102298499,1,3999,3999.00,3999.00,0.907400,334.00,2
76561198315906515,2,3994,1997.00,1997.00,0.950000,1.50,5
76561198287489486,3,3985,1328.33,1378.00,0.961367,284.33,2
76561199199045078,21,3972,189.14,7.00,0.888889,32.05,2
76561197985001860,1,3968,3968.00,3968.00,0.946800,8.00,3
76561198098477833,1,3963,3963.00,3963.00,0.920500,2.00,2
76561198314240643,3,3962,1320.67,1550.00,0.882433,2.00,3
76561198025102784,4,3961,990.25,1155.50,0.944450,7.25,3
76561198273046937,3,3961,1320.33,69.00,0.738200,0.00,3
76561198341223348,1,3961,3961.00,3961.00,0.905900,109.00,3
76561198123482919,1,3958,3958.00,3958.00,0.945700,52.00,2
76561199041142494,1,3957,3957.00,3957.00,0.942100,229.00,2
76561198175399994,4,3954,988.50,829.50,0.903025,23.25,3
76561199018400546,11,3952,359.27,206.00,0.729167,111.36,2
76561198156174534,4,3950,987.50,865.50,0.780425,10.25,4
76561198100189487,1,3950,3950.00,3950.00,0.968800,1.00,2
76561198048009468,1,3948,3948.00,3948.00,0.844200,9.00,5
76561198073726713,2,3946,1973.00,1973.00,0.965850,0.00,5
76561198320697796,3,3944,1314.67,380.00,1.000000,381.33,2
76561198018239162,1,3942,3942.00,3942.00,0.951600,845.00,3
76561198258095064,1,3938,3938.00,3938.00,0.914300,0.00,2
76561198248450574,15,3937,262.47,113.00,0.917580,119.40,7
76561198047481059,6,3927,654.50,651.00,0.837500,138.83,4
76561198212508817,1,3926,3926.00,3926.00,0.896600,3.00,2
76561198861334803,2,3925,1962.50,1962.50,0.972200,73.00,5
76561198423076580,1,3924,3924.00,3924.00,0.953800,163.00,1
76561198120323148,3,3922,1307.33,1027.00,0.845033,770.67,5
76561198447031416,1,3922,3922.00,3922.00,0.857100,366.00,2
76561198001661305,2,3912,1956.00,1956.00,0.736850,0.00,2
76561198002670615,1,3910,3910.00,3910.00,0.930200,1269.00,2
76561198833064543,11,3908,355.27,12.00,0.980950,3.91,2
76561198033058618,1,3903,3903.00,3903.00,0.643800,1.00,2
76561198374325016,1,3903,3903.00,3903.00,0.959200,25.00,4
76561198156712011,1,3902,3902.00,3902.00,0.964000,0.00,1
76561198135753156,1,3897,3897.00,3897.00,0.927800,20.00,2
76561198134907835,3,3894,1298.00,1735.00,0.870933,1186.33,3
76561198316146393,3,3894,1298.00,754.00,0.903800,23.67,2
76561198446508481,1,3892,3892.00,3892.00,0.882400,0.00,1
76561198042724584,1,3888,3888.00,3888.00,0.794100,0.00,2
76561198057822243,2,3873,1936.50,1936.50,0.930250,7.50,4
76561198973898767,2,3870,1935.00,1935.00,0.873700,0.00,2
76561198165441763,1,3870,3870.00,3870.00,0.894700,269.00,4
76561198067278198,1,3869,3869.00,3869.00,0.712100,19.00,2
76561197998534344,1,3868,3868.00,3868.00,0.938300,15.00,1
76561198083269505,3,3865,1288.33,1537.00,1.000000,0.00,2
76561198944527603,1,3864,3864.00,3864.00,0.993500,53.00,2
76561198060290680,4,3862,965.50,76.00,0.875000,6.50,5
76561198234605268,3,3860,1286.67,198.00,0.583350,52.33,4
76561198074040084,1,3855,3855.00,3855.00,0.893600,0.00,2
76561198167224501,3,3849,1283.00,1536.00,1.000000,374.00,2
76561199109856067,2,3825,1912.50,1912.50,0.890600,0.00,6
76561198315120196,1,3825,3825.00,3825.00,1.000000,2.00,2
76561198081096616,1,3823,3823.00,3823.00,0.975000,8.00,2
76561198052149166,1,3822,3822.00,3822.00,0.951500,2325.00,2
76561198302145342,1,3818,3818.00,3818.00,0.946400,0.00,2
76561198455710890,2,3815,1907.50,1907.50,0.962100,387.50,2
76561198120545779,2,3806,1903.00,1903.00,0.898850,65.50,4
76561198153510517,4,3800,950.00,451.50,0.907050,99.00,3
76561198041550516,2,3793,1896.50,1896.50,0.789350,7.50,2
76561198288035095,1,3785,3785.00,3785.00,1.000000,0.00,2
76561198837681171,2,3784,1892.00,1892.00,0.985700,0.00,2
76561198971052523,3,3781,1260.33,260.00,1.000000,28.67,6
76561198430289076,2,3778,1889.00,1889.00,1.000000,0.00,3
76561198057856489,2,3770,1885.00,1885.00,0.860350,0.00,2
76561198984660802,1,3768,3768.00,3768.00,0.963000,0.00,2
76561198097477572,2,3767,1883.50,1883.50,0.890100,445.00,2
76561198134268279,1,3759,3759.00,3759.00,0.823500,2.00,2
76561198061492134,1,3755,3755.00,3755.00,0.732100,8.00,2
76561198247780132,1,3752,3752.00,3752.00,0.857100,2.00,2
76561198792696576,7,3750,535.71,537.00,0.896086,9.00,6
76561198254587305,1,3745,3745.00,3745.00,0.968800,162.00,2
76561198010600725,1,3744,3744.00,3744.00,0.974000,2535.00,5
76561198450539139,3,3740,1246.67,886.00,0.840067,618.00,2
76561198407633378,3,3723,1241.00,67.00,0.911750,0.67,8
76561198273570788,1,3718,3718.00,3718.00,1.000000,429.00,4
76561198181009162,2,3714,1857.00,1857.00,0.888300,0.00,5
76561198012819017,1,3710,3710.00,3710.00,0.905900,1.00,4
76561198120087528,1,3709,3709.00,3709.00,0.966700,0.00,2
76561198025644307,4,3708,927.00,837.50,0.831125,765.00,13
76561198322711543,2,3708,1854.00,1854.00,0.930250,434.00,5
76561198147796892,1,3703,3703.00,3703.00,1.000000,696.00,3
76561198401217652,2,3699,1849.50,1849.50,0.917900,438.00,2
76561198375660033,2,3693,1846.50,1846.50,0.985300,0.00,2
76561198142677700,14,3687,263.36,52.00,0.969700,13.29,4
76561198071842817,1,3679,3679.00,3679.00,0.875000,702.00,2
76561198227186668,1,3668,3668.00,3668.00,0.942900,198.00,3
76561198089724141,3,3641,1213.67,853.00,0.927767,2595.33,2
76561198119391112,2,3639,1819.50,1819.50,0.904550,6.50,6
76561198122380278,5,3635,727.00,57.00,0.789760,33.40,4
76561198254280535,6,3633,605.50,395.00,0.884517,7.83,4
76561198071358844,2,3633,1816.50,1816.50,0.849250,203.50,2
76561198252988816,1,3627,3627.00,3627.00,0.881000,0.00,4
76561198339207122,6,3626,604.33,214.50,0.981660,397.00,3
76561198166815954,2,3623,1811.50,1811.50,0.948400,28.00,2
76561198089454885,1,3619,3619.00,3619.00,0.954500,17.00,1
76561198168933106,1,3616,3616.00,3616.00,0.964400,283.00,4
76561198442981345,5,3615,723.00,246.00,0.835560,293.00,3
76561198046678909,1,3615,3615.00,3615.00,0.905900,155.00,4
76561198316049318,2,3610,1805.00,1805.00,0.936600,24.50,5
76561198138275870,1,3608,3608.00,3608.00,0.973700,0.00,1
76561198043243758,1,3602,3602.00,3602.00,0.766700,3.00,2
76561198950474263,1,3600,3600.00,3600.00,0.892900,336.00,2
76561198995229429,1,3598,3598.00,3598.00,0.981000,8.00,4
76561198062606151,2,3584,1792.00,1792.00,0.988900,9.50,2
76561198964623973,2,3578,1789.00,1789.00,0.951600,176.00,1
76561198817146462,3,3571,1190.33,623.00,0.966667,157.33,3
76561198047070953,1,3571,3571.00,3571.00,0.935100,2.00,3
76561198420249281,3,3570,1190.00,170.00,1.000000,14.67,8
76561198800505575,1,3570,3570.00,3570.00,1.000000,136.00,2
76561197989591657,1,3569,3569.00,3569.00,0.903800,2.00,6
76561198152640204,1,3560,3560.00,3560.00,0.780000,0.00,2
76561198864880962,8,3557,444.63,226.00,0.875000,707.75,2
76561198087070198,1,3550,3550.00,3550.00,0.910100,9.00,3
76561198894608653,1,3549,3549.00,3549.00,0.933300,0.00,2
76561198847381180,2,3546,1773.00,1773.00,1.000000,309.00,4
76561198100945460,1,3546,3546.00,3546.00,0.975000,842.00,2
76561198409344035,1,3546,3546.00,3546.00,0.928600,284.00,2
76561198836287163,3,3535,1178.33,1131.00,0.952400,233.33,6
76561198127035634,6,3534,589.00,521.00,0.747950,347.00,5
76561199121143834,1,3527,3527.00,3527.00,0.969700,0.00,2
76561198801161913,5,3525,705.00,482.00,0.930300,4.60,3
76561198370295632,1,3524,3524.00,3524.00,0.970600,1405.00,3
76561198158583159,15,3516,234.40,115.00,0.774743,20.93,2
76561198871976530,4,3506,876.50,720.50,1.000000,0.00,4
76561198006820007,1,3501,3501.00,3501.00,0.964900,771.00,2
76561198111157898,2,3500,1750.00,1750.00,0.978250,0.50,3
76561199052734575,2,3496,1748.00,1748.00,0.936750,7.00,1
76561198832140388,7,3487,498.14,81.00,0.974629,118.57,3
76561198080707656,3,3486,1162.00,79.00,0.956367,372.33,8
76561197991488123,1,3483,3483.00,3483.00,0.951200,2822.00,3
76561198365489510,1,3480,3480.00,3480.00,0.862700,10.00,2
76561198192357633,2,3478,1739.00,1739.00,0.985300,776.00,5
76561198181275330,9,3476,386.22,20.00,0.916143,109.33,11
76561198828795234,3,3476,1158.67,1175.00,1.000000,140.00,3
76561198107405270,1,3475,3475.00,3475.00,0.960000,18.00,3
76561199093562627,1,3475,3475.00,3475.00,0.964300,1570.00,1
76561198042799092,1,3474,3474.00,3474.00,0.926500,317.00,2
76561198130766958,1,3471,3471.00,3471.00,0.940000,85.00,2
76561198328311909,3,3469,1156.33,822.00,0.937500,0.00,2
76561198867480541,2,3468,1734.00,1734.00,0.988900,372.50,2
76561198142769772,4,3463,865.75,488.00,0.936925,216.75,7
76561198093195825,8,3462,432.75,441.50,0.829300,77.13,6
76561198020795490,1,3461,3461.00,3461.00,0.923100,2.00,3
76561198142095183,1,3459,3459.00,3459.00,0.978300,10.00,2
76561198214451621,1,3458,3458.00,3458.00,0.928600,1274.00,2
76561198190620997,1,3454,3454.00,3454.00,0.869600,0.00,4
76561198309382261,1,3452,3452.00,3452.00,0.863600,0.00,1
76561198145514858,1,3449,3449.00,3449.00,0.914900,15.00,4
76561198137647917,1,3447,3447.00,3447.00,0.923100,0.00,1
76561198193641793,1,3444,3444.00,3444.00,1.000000,3.00,2
76561198117071155,2,3443,1721.50,1721.50,0.946850,18.00,6
76561198276856313,2,3443,1721.50,1721.50,1.000000,24.50,2
76561198851959909,6,3436,572.67,471.00,0.827783,13.83,5
76561198182729798,1,3433,3433.00,3433.00,0.863600,0.00,2
76561199240761752,6,3431,571.83,21.50,0.750000,36.50,2
76561198081066343,2,3424,1712.00,1712.00,0.953150,3.00,3
76561199012773232,2,3423,1711.50,1711.50,0.863350,0.00,5
76561198267777192,2,3422,1711.00,1711.00,0.482150,0.00,5
76561198964701676,1,3418,3418.00,3418.00,0.970100,3.00,2
76561197992992231,2,3417,1708.50,1708.50,1.000000,628.50,4
76561198049964904,1,3416,3416.00,3416.00,0.977800,2.00,3
76561198410622771,5,3411,682.20,49.00,0.879420,148.80,7
76561198380483640,2,3402,1701.00,1701.00,1.000000,7.00,7
76561198053460458,1,3394,3394.00,3394.00,0.885200,3.00,2
76561198119713693,1,3387,3387.00,3387.00,0.940500,0.00,7
76561198239846064,1,3386,3386.00,3386.00,0.934400,1.00,4
76561198829512847,5,3379,675.80,339.00,0.500000,93.00,5
76561198005283632,2,3378,1689.00,1689.00,0.827400,2.50,1
76561197995254121,1,3370,3370.00,3370.00,0.940000,0.00,2
76561198120122977,1,3370,3370.00,3370.00,0.941200,0.00,2
76561198149915367,2,3369,1684.50,1684.50,0.991650,3.00,3
76561198201533307,2,3365,1682.50,1682.50,0.966700,0.50,3
76561199587242654,7,3361,480.14,347.00,0.994617,24.86,2
76561198123170875,4,3361,840.25,266.00,0.920475,218.25,2
76561199542324170,1,3361,3361.00,3361.00,0.970100,251.00,3
76561198969430014,2,3360,1680.00,1680.00,0.979150,228.50,2
76561199022713546,1,3359,3359.00,3359.00,0.984600,607.00,2
76561198157280091,1,3352,3352.00,3352.00,0.880700,621.00,2
76561198097531401,1,3351,3351.00,3351.00,0.972200,159.00,4
76561199762968687,1,3351,3351.00,3351.00,0.990700,65.00,5
76561197961022693,2,3349,1674.50,1674.50,1.000000,11.50,4
76561198340298224,1,3343,3343.00,3343.00,0.883300,54.00,2
76561198360751224,3,3336,1112.00,1008.00,0.979167,104.00,2
76561198150749952,1,3335,3335.00,3335.00,0.904800,82.00,2
76561198319707543,1,3335,3335.00,3335.00,0.983100,0.00,2
76561198352494489,3,3329,1109.67,1141.00,0.962267,399.00,4
76561198357828119,9,3325,369.44,251.00,0.905640,87.11,5
76561198046269440,1,3320,3320.00,3320.00,0.928600,0.00,2
76561198085451422,2,3319,1659.50,1659.50,0.989600,449.50,4
76561198332286553,1,3313,3313.00,3313.00,0.987500,708.00,3
76561199005852022,3,3311,1103.67,926.00,0.974367,0.00,2
76561198957321177,1,3311,3311.00,3311.00,1.000000,0.00,3
76561197972706411,1,3308,3308.00,3308.00,0.909100,3047.00,8
76561198044425047,1,3308,3308.00,3308.00,0.983900,0.00,2
76561198889589998,3,3301,1100.33,1604.00,0.887000,246.33,3
76561199081123171,11,3300,300.00,16.00,0.937500,70.18,9
76561199482592657,7,3297,471.00,178.00,0.994500,12.00,2
76561198795965821,4,3297,824.25,613.00,0.833350,263.75,2
76561198143616506,1,3292,3292.00,3292.00,0.970100,288.00,2
76561198108201583,1,3289,3289.00,3289.00,0.945200,1.00,2
76561198078097482,1,3288,3288.00,3288.00,0.888900,0.00,2
76561198176023886,1,3288,3288.00,3288.00,0.970600,764.00,4
76561198308287142,2,3283,1641.50,1641.50,0.889350,0.00,5
76561197971546829,1,3276,3276.00,3276.00,0.968300,103.00,3
76561198261502293,2,3274,1637.00,1637.00,0.986500,1.50,1
76561198289273189,7,3272,467.43,94.00,0.788429,85.43,2
76561199264270546,1,3272,3272.00,3272.00,0.939400,132.00,1
76561198288932725,1,3269,3269.00,3269.00,0.971400,0.00,2
76561198031245007,1,3267,3267.00,3267.00,0.929800,0.00,6
76561198032020260,1,3261,3261.00,3261.00,0.921300,0.00,2
76561198085567025,2,3257,1628.50,1628.50,0.973700,543.00,2
76561199224809570,3,3256,1085.33,1279.00,0.900000,83.33,2
76561198337785013,3,3251,1083.67,738.00,0.909433,316.00,4
76561198248652980,5,3249,649.80,57.00,0.796300,0.00,3
76561198074972750,1,3246,3246.00,3246.00,0.857100,148.00,2
76561198812215980,3,3243,1081.00,135.00,0.972067,6.33,3
76561198302640481,6,3242,540.33,472.50,0.535283,141.17,4
76561198061449153,1,3233,3233.00,3233.00,0.857100,3.00,2
76561198043628854,1,3227,3227.00,3227.00,0.807700,1312.00,4
76561199007566191,4,3226,806.50,878.00,0.976200,84.25,3
76561198218797552,1,3225,3225.00,3225.00,0.647100,0.00,2
76561199840994911,23,3223,140.13,8.00,0.833333,24.30,2
76561199446747247,1,3221,3221.00,3221.00,0.937500,5.00,4
76561198146984453,2,3211,1605.50,1605.50,0.937500,5.00,2
76561198091006872,1,3206,3206.00,3206.00,0.937500,0.00,7
76561198265150099,1,3197,3197.00,3197.00,0.909100,420.00,4
76561199067413175,1,3196,3196.00,3196.00,1.000000,0.00,2
76561198051399374,1,3194,3194.00,3194.00,0.957400,2.00,2
76561199020447312,5,3192,638.40,122.00,0.857840,266.60,2
